Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,SUBJECT:,SECTION:,COURSE SCHEDULE,I can easily log-in and log-out my Canvas account.,I can access my course using the mobile Canvas app.,I can access my Canvas account using the available computers in JRU.,I have no issues accessing my Canvas account using JRU's wifi connection.,I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories.,I can easily get help when I have problems with my Canvas account.,I can access my Canvas account outside JRU.,I can clearly understand the lessons on my Canvas modules.,I recognize that the modules in my course are well organized.,I can easily manage the navigation of the courses through the desktop version.,I can easily manage the navigation of the courses through the mobile app.,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,I understand the lessons better with the help of course materials in Canvas.,Canvas course materials make me interested.,The course materials on Canvas helped me prepare for:,,,,My instructor knows how to use Canvas.,My instructor demonstrated mastery of the subject matter.,My instructor encourages me to use Canvas.,Canvas has made it easy for me to:,,,"I can answer the assessment materials (quiz, exam) posted in Canvas.",I find the course materials on Canvas aligned with the:,,,I have been give enough time to accomplish the activities on Canvas.,What I like best in Canvas is/are:,What I like least in Canvas is/are:,I would like to suggest:
10901827768,241444183,2019-08-03 17:13:11,2019-08-03 17:17:23,110.93.93.17,,,,362,NST C101- National Service Training Program 1,102A,09:30 AM,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,accessibility,nothing,to have a notification for mobile. not just by notifying us through our mail but the canvas itself.
10901827394,241444183,2019-08-03 17:10:32,2019-08-03 17:14:18,175.176.24.227,,,,363,PHI C102- Ethics,101N,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
10901826926,241444183,2019-08-03 17:10:36,2019-08-03 17:17:49,51.15.41.79,,,,364,HIS C101- Readings in Philippine History,104TM,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,-,-,-
10901826488,241444183,2019-08-03 17:09:48,2019-08-03 17:14:40,112.208.237.44,,,,365,NST C101- National Service Training Program 1,1O4A,11:30 AM,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,,,
10901824346,241444183,2019-08-03 17:08:02,2019-08-03 17:11:48,110.54.236.75,,,,366,HIS C101- Readings in Philippine History,101P,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Modules,None,None
10901822639,241444183,2019-08-03 17:06:12,2019-08-03 17:09:09,120.29.118.93,,,,367,"NSC C202 - Science, Technology and Society",201-G,03:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,You can easily gather information about the lessons,None,None
10901820084,241444183,2019-08-03 17:02:40,2019-08-03 17:12:06,112.206.107.117,,,,368,HIS C101- Readings in Philippine History,BSA 101A,12:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"I can submit my assignment online, have enough time to pass my activity, can take our quizzes online and the discussion is uploaded here in canvas",it doesn't show our mistakes in quizzes. and it makes us confuse on what kind of mistake or what number I answered incorrectly.,to show at least our incorrect answers. and make the lessons uploaded here summarize or just get the important details not that too much details.
10901819239,241444183,2019-08-03 17:01:23,2019-08-03 17:04:14,130.105.192.186,,,,369,PHI C102- Ethics,101N,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,,,
10901817597,241444183,2019-08-03 16:58:03,2019-08-03 17:02:01,110.5.69.197,,,,370,FOS C101 - Strategies for Academic Success in College,101EC,03:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,,,
10901816588,241444183,2019-08-03 16:53:58,2019-08-03 17:13:30,180.191.103.57,,,,371,NST C101- National Service Training Program 1,101T,08:30 AM,Strongly Agree,N/A,Strongly Agree,N/A,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,N/A,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"very convenient, it helps me to have enough time to focus more on my major subjects and helps me enhance my time management skills","i have experienced once, the content of the quiz are not indicated on the modules  and i have noticed that some contents of the file are also copied from the internet",provide a unique contents of the modules where the points of the lessons are explained clearly and concretely.
10901811360,241444183,2019-08-03 16:48:04,2019-08-03 16:51:35,180.191.139.203,,,,372,HIS C101- Readings in Philippine History,103-P,10:30 AM,Agree,Agree,N/A,Disagree,N/A,N/A,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10901811148,241444183,2019-08-03 16:48:18,2019-08-03 16:52:16,110.54.238.165,,,,373,HIS C101- Readings in Philippine History,101T,07:30 AM,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,N/A,N/A,To improve the modules some modules are lack in details.
10901810548,241444183,2019-08-03 16:47:15,2019-08-03 16:49:59,130.105.186.142,,,,374,PSY C101 - Understanding the Self,BSBA-101M,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,none,none,none
10901804978,241444183,2019-08-03 16:37:56,2019-08-03 16:40:39,112.211.3.93,,,,375,NST C101- National Service Training Program 1,101s,08:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,modules,codes,post codes together with the quiz
10901802274,241444183,2019-08-03 16:34:31,2019-08-03 16:36:33,112.211.3.93,,,,376,FOS C101 - Strategies for Academic Success in College,101s,10:30 AM,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,modules and organize scheds and due dates,notifications,delete past announcements
10901800683,241444183,2019-08-03 16:31:38,2019-08-03 16:36:59,112.211.127.119,,,,377,HIS C301 - Life and Works of Rizal,201K,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Gives me notification easily.,N/A,N/A
10901799639,241444183,2019-08-03 16:28:27,2019-08-03 16:36:28,120.28.167.92,,,,378,HIS C301 - Life and Works of Rizal,201K,09:00 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,it gives me notifications about the activities ahead of time.,nothing.,to improve more.
10901798447,241444183,2019-08-03 16:27:19,2019-08-03 16:31:46,112.201.7.60,,,,379,HIS C101- Readings in Philippine History,BSHM-CMGT1-101S,07:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Convenient and Accessible,"""Sometimes"" during emergencies, I cant contact my professor.",Able to monitor our grades on a certain semester.
10901798291,241444183,2019-08-03 16:27:07,2019-08-03 16:32:55,110.54.242.159,,,,380,HIS C101- Readings in Philippine History,105X,10:30 AM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,N/A,N/A,Agree,Agree,Agree,Agree,Agree,,,
10901797346,241444183,2019-08-03 16:25:34,2019-08-03 16:31:27,112.211.3.93,,,,381,ENG C101- Purposive Communication,101s,09:00 AM,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,modules and to do list,it needs internet connection,can view modules offline
10901794697,241444183,2019-08-03 16:19:42,2019-08-03 16:26:38,112.201.7.60,,,,382,PHI C102- Ethics,BSHM-CMGT1-101S,10:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Convenient and Accessible,,
10901793933,241444183,2019-08-03 16:20:55,2019-08-03 16:25:54,112.201.65.149,,,,383,HIS C101- Readings in Philippine History,BSA 103A,03:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,what I like about canvas is having a complete modules for every subjects so that the students were able to have an advance study to the face to face discussion in class.,what I like least about canvas is when I'm submitting my files and answers to the given tasks.,I highly suggest to have a guidance to the students who has difficulties in using the canvas app.
10901790435,241444183,2019-08-03 16:15:27,2019-08-03 16:18:02,110.54.181.240,,,,384,HIS C101- Readings in Philippine History,103X,09:00 AM,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10901790433,241444183,2019-08-03 16:15:31,2019-08-03 16:20:06,112.201.65.149,,,,385,ENG C101- Purposive Communication,BSA 103A,03:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,what I like best about canvas is having complete modules for us students to have an advance review to the face to face discussion in class.,what I like least is when I'm submitting my files and answers  to the given tasks,I highly suggest to have a guidance to the students who has difficulties in using the canvas app.
10901787526,241444183,2019-08-03 16:11:25,2019-08-03 16:18:24,180.191.142.41,,,,386,PHI C102- Ethics,101P,10:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,You have flexible time to do the given activities,,
10901786679,241444183,2019-08-03 16:09:51,2019-08-03 16:14:24,112.201.65.149,,,,387,FOS C101 - Strategies for Academic Success in College,BSA 103A,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,what I like best about canvas is having complete modules for us students to have an advance review to the face to face discussion.,what I like least about canvas is when I  having troubled in submitting my files and answers in the given tasks.,I highly suggest to have a guidance to the students who has difficulties in using the canvas app.
10901781020,241444183,2019-08-03 16:01:19,2019-08-03 16:05:04,110.54.198.231,,,,388,HIS C101- Readings in Philippine History,101 P,09:00 AM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,It gives an aware on what we do next meeting,None,
10901780955,241444183,2019-08-03 16:01:32,2019-08-03 16:08:56,112.201.65.149,,,,389,PSY C101 - Understanding the Self,BSA 103A,10:30 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,what I like best about canvas is having a complete modules for every subject so that the students have an advance review about the face to face discussion and also to be prepared enough to the quizzes and other tasks.,I like least about canvas is when I have troubled and issues in submitting my files and answers in the given tasks.,I highly suggest to have a guidance to the students who has difficulties in using the canvas app.
10901778500,241444183,2019-08-03 15:55:56,2019-08-03 16:00:13,112.201.175.206,,,,390,ENG C101- Purposive Communication,104I,09:00 AM,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Navigation,None,None
10901777259,241444183,2019-08-03 15:55:47,2019-08-03 16:00:39,112.201.112.196,,,,391,ENG C101- Purposive Communication,101t,01:30 PM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Messaging my classmates and professors,Cant navigate canvas properly in mobile phone  Zooming and scrolling,Canvas should be easily used in cp
10901776791,241444183,2019-08-03 15:52:27,2019-08-03 15:57:18,130.105.86.87,,,,392,NST C101- National Service Training Program 1,102P,11:00 AM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10901773139,241444183,2019-08-03 15:49:08,2019-08-03 15:55:30,112.201.112.196,,,,393,NST C101- National Service Training Program 1,101t,08:30 AM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Messaging my classmates and professors,"Modules in cp are hard to navigate(scrolling, zooming)",Canvas to be more easily used in cp
10901772577,241444183,2019-08-03 15:49:06,2019-08-03 15:59:17,110.54.211.88,,,,394,PHI C102- Ethics,105X,12:00 PM,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
10901768752,241444183,2019-08-03 15:43:03,2019-08-03 15:46:09,110.54.248.28,,,,395,PSY C101 - Understanding the Self,BSA-105A,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"You can download the modules that you need in youre subject to have a advance reading, Paperless and saving time for you to travel to pass your projects, assignment.",I notice that course materials on canvas having not connection with the face to face(classroom) lesson content.,To remind some professor that the lesson or material that they will use in teaching is connected on the materials on canvas.
10901767618,241444183,2019-08-03 15:41:12,2019-08-03 15:43:23,175.176.35.11,,,,396,NST C101- National Service Training Program 1,103A,11:30 AM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,,,
10901766462,241444183,2019-08-03 15:39:14,2019-08-03 15:42:49,119.94.129.85,,,,397,FOS C101 - Strategies for Academic Success in College,103x,07:30 AM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,reading modules,answering forums,To have canvas also on our major subjects
10901765445,241444183,2019-08-03 15:37:40,2019-08-03 15:40:26,175.176.35.11,,,,398,HIS C101- Readings in Philippine History,103A,03:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,,,Give enough time for every task
10901761802,241444183,2019-08-03 15:32:15,2019-08-03 15:36:16,175.176.35.11,,,,399,ENG C101- Purposive Communication,103A,03:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,We can submit here our paper work,,Give enough time to answer the task
10901757776,241444183,2019-08-03 15:25:46,2019-08-03 15:31:39,175.176.35.11,,,,400,PSY C101 - Understanding the Self,103A,10:30 AM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,We can past our work here in canvas,When we have quiz here in canvas we can read our note that will us to answer the question,Always give notification or reminder in the duedate of every task
