Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44
11041424982,247032279,10/04/2019 12:25,10/04/2019 12:27,114.108.241.58,,,,407,FOS C101 - Strategies for Academic Success in College,101DA,12:00 PM,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11041424955,247032279,10/04/2019 12:24,10/04/2019 12:26,114.108.241.58,,,,408,FOS C101 - Strategies for Academic Success in College,101DA,12:00 PM,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,N/A,Agree,Agree,Agree,N/A,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,N/A,Agree,,,
11041424680,247032279,10/04/2019 12:24,10/04/2019 12:27,114.108.241.58,,,,409,FOS C101 - Strategies for Academic Success in College,101DA,12:00 PM,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11041424658,247032279,10/04/2019 12:24,10/04/2019 12:26,203.160.174.174,,,,410,FOS C101 - Strategies for Academic Success in College,101DA,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11041424627,247032279,10/04/2019 12:24,10/04/2019 12:26,203.160.174.174,,,,411,FOS C101 - Strategies for Academic Success in College,101DA,12:00 PM,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Online Forums,Examinations,Scheduled Alarm System
11041424621,247032279,10/04/2019 12:24,10/04/2019 12:27,114.108.241.58,,,,412,FOS C101 - Strategies for Academic Success in College,101DA,12:00 PM,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11041424011,247032279,10/04/2019 12:23,10/04/2019 12:25,114.108.241.58,,,,413,PSY C101 - Understanding the Self,102K,12:00 PM,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,,,
11041423505,247032279,10/04/2019 12:23,10/04/2019 12:26,114.108.241.58,,,,414,HIS C101- Readings in Philippine History,103S,12:00 PM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11041423446,247032279,10/04/2019 12:23,10/04/2019 12:25,209.58.188.43,,,,415,HIS C101- Readings in Philippine History,103s,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11041422926,247032279,10/04/2019 12:23,10/04/2019 12:25,112.201.15.12,,,,416,HIS C101- Readings in Philippine History,103TM,1:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,,
11041422925,247032279,10/04/2019 12:23,10/04/2019 12:26,114.108.241.58,,,,417,HIS C101- Readings in Philippine History,103s,12:00 PM,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11041422582,247032279,10/04/2019 12:22,10/04/2019 12:25,203.160.174.174,,,,418,PHI C102- Ethics,BSHM-102H,12:30 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,,
11041422399,247032279,10/04/2019 12:22,10/04/2019 12:25,114.108.241.58,,,,419,PHI C102- Ethics,BSHM 102-H,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11041422386,247032279,10/04/2019 12:22,10/04/2019 12:25,203.160.174.174,,,,420,FOS C101 - Strategies for Academic Success in College,101H,12:25 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,N/A,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,,,
11041422328,247032279,10/04/2019 12:22,10/04/2019 12:29,203.160.174.174,,,,421,HIS C101- Readings in Philippine History,103s,12:00 PM,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11041421236,247032279,10/04/2019 12:21,10/04/2019 12:24,203.160.174.174,,,,422,HIS C101- Readings in Philippine History,BSHM-CM 103S,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Easy to use,,nothing
11041420660,247032279,10/04/2019 12:21,10/04/2019 12:25,203.160.174.174,,,,423,FOS C101 - Strategies for Academic Success in College,101-H,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,it's online,nothing,to lessen the subjects that are online because face to face discussion have more active participation
11041420392,247032279,10/04/2019 12:21,10/04/2019 12:23,203.160.174.174,,,,424,PHI C102- Ethics,102H,12:00 AM,Agree,Disagree,Agree,N/A,Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,,,
11041418923,247032279,10/04/2019 12:19,10/04/2019 12:22,114.108.241.58,,,,425,PHI C102- Ethics,102H,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,,,
11041418675,247032279,10/04/2019 12:20,10/04/2019 12:20,114.108.241.58,,,,426,FOS C101 - Strategies for Academic Success in College,SP101I,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11041418040,247032279,10/04/2019 12:17,10/04/2019 12:25,114.108.241.58,,,,427,FOS C101 - Strategies for Academic Success in College,sp101i-DAT,12:00 PM,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,all,"the quiz,activity etc.",my internet in jru is slow.
11041417053,247032279,10/04/2019 12:17,10/04/2019 12:22,114.108.241.58,,,,428,FOS C101 - Strategies for Academic Success in College,101-h,12:00 PM,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,the quizes,the activities,nothing
11041416715,247032279,10/04/2019 12:18,10/04/2019 12:19,203.160.174.174,,,,429,FOS C101 - Strategies for Academic Success in College,101M,12:30 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11041416379,247032279,10/04/2019 12:17,10/04/2019 12:20,203.160.174.174,,,,430,PHI C102- Ethics,102H,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,
11041416188,247032279,10/04/2019 12:17,10/04/2019 12:18,114.108.241.58,,,,431,FOS C101 - Strategies for Academic Success in College,101M,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,
11041415952,247032279,10/04/2019 12:17,10/04/2019 12:23,114.108.241.58,,,,432,FOS C101 - Strategies for Academic Success in College,101H,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,best in used,the other professor is not responsive,
11041415845,247032279,10/04/2019 12:17,10/04/2019 12:21,203.160.174.174,,,,433,FOS C101 - Strategies for Academic Success in College,101H,12:00 PM,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,easy to notice if there is task to do,the fast learning through technology,
11041415727,247032279,10/04/2019 12:16,10/04/2019 12:22,114.108.241.58,,,,434,FOS C101 - Strategies for Academic Success in College,SP101I,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,it's easy to submit school works,nothing,nothing
11041415698,247032279,10/04/2019 12:16,10/04/2019 12:24,203.160.174.174,,,,435,FOS C101 - Strategies for Academic Success in College,SP101I,12:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,i can easily answer my quizzes,Easy to access,extend due date when our class is suspended.
11041415671,247032279,10/04/2019 12:16,10/04/2019 12:20,114.108.241.58,,,,436,FOS C101 - Strategies for Academic Success in College,BSIT-SP 101I,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,it's organize,sometimes it's too slow to operate,
11041415499,247032279,10/04/2019 12:17,10/04/2019 12:21,114.108.241.58,,,,437,FOS C101 - Strategies for Academic Success in College,SP101I,12:00 PM,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,#NAME?,#NAME?,#NAME?
11041415313,247032279,10/04/2019 12:16,10/04/2019 12:21,114.108.241.58,,,,438,FOS C101 - Strategies for Academic Success in College,SP101I,12:00 PM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Face to Face in this subject,n/a,Having message thru smartphone if there are some announcements here
11041415231,247032279,10/04/2019 12:16,10/04/2019 12:22,203.160.174.174,,,,439,FOS C101 - Strategies for Academic Success in College,101H,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Accessible in anywhere,Hard to communicate,I strongly suggest that professor should be active in canvas
11041415110,247032279,10/04/2019 12:16,10/04/2019 12:18,114.108.241.58,,,,440,FOS C101 - Strategies for Academic Success in College,101M,12:00 PM,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11041414798,247032279,10/04/2019 12:16,10/04/2019 12:24,203.160.174.174,,,,441,FOS C101 - Strategies for Academic Success in College,SP101,12:00 PM,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,N/A,Strongly Agree,Disagree,Agree,Disagree,N/A,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,N/A,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,N/A,Strongly Disagree,Modules properly posted,"modules, announcement and forums",quiz in actual face to face
11041414596,247032279,10/04/2019 12:16,10/04/2019 12:22,114.108.241.58,,,,442,FOS C101 - Strategies for Academic Success in College,BSHM 101H,12:00 PM,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Accessible ,Having trouble oh mobile apps ,N/A
11041414361,247032279,10/04/2019 12:16,10/04/2019 12:18,203.160.174.174,,,,443,FOS C101 - Strategies for Academic Success in College,101M,12:00 PM,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,N/A,N/A
11041414346,247032279,10/04/2019 12:15,10/04/2019 12:18,203.160.174.174,,,,444,PHI C102- Ethics,102H,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,
11041414333,247032279,10/04/2019 12:16,10/04/2019 12:18,203.160.174.174,,,,445,FOS C101 - Strategies for Academic Success in College,101M,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,,,
11041414262,247032279,10/04/2019 12:15,10/04/2019 12:19,114.108.241.58,,,,446,FOS C101 - Strategies for Academic Success in College,101-H,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,easily access,,
11041414210,247032279,10/04/2019 12:15,10/04/2019 12:18,114.108.241.58,,,,447,FOS C101 - Strategies for Academic Success in College,101H,12:00 PM,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11041414052,247032279,10/04/2019 12:15,10/04/2019 12:18,114.108.241.58,,,,448,FOS C101 - Strategies for Academic Success in College,101H,12:00 PM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,easy,needs wifi,
11041414022,247032279,10/04/2019 12:16,10/04/2019 12:18,203.160.174.174,,,,449,FOS C101 - Strategies for Academic Success in College,sp101i,1:03 PM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
11041413854,247032279,10/04/2019 12:15,10/04/2019 12:21,203.160.174.174,,,,450,FOS C101 - Strategies for Academic Success in College,101H,12:00 PM,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,giving notif about exams,nothing,nothing 
11041413844,247032279,10/04/2019 12:16,10/04/2019 12:19,114.108.241.58,,,,451,FOS C101 - Strategies for Academic Success in College,101H,12:00 PM,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,
